casward2001,ONS,greenspace_pc
01C21,01C2,22.85849
01C22,01C2,13.23358
01C23,01C2,30.49815
01C24,01C2,24.16209
01C25,01C2,20.29179
01C26,01C2,14.08933
01C27,01C2,14.83258
01C28,01C2,35.02334
01C29,01C2,23.89713
01C30,01C3,90.40137
01C31,01C3,87.71088
01C32,01C3,71.75395
01C33,01C3,21.09909
01C34,01C3,15.47605
01C35,01C3,18.74277
01C36,01C3,31.56933
01C37,01C3,36.75488
01C38,01C3,29.34419
01C39,01C3,45.77888
01C40,01C4,64.91857
01C41,01C4,37.85741
01C42,01C4,56.18556
01C43,01C4,72.28944
02C01,02C0,94.30018
02C02,02C0,93.57307
02C03,02C0,29.6293
02C04,02C0,94.98068
02C05,02C0,37.63999
02C06,02C0,94.6549
02C07,02C0,94.63935
02C08,02C0,44.26557
02C09,02C0,29.11456
02C10,02C1,27.47355
02C11,02C1,21.46943
02C12,02C1,92.94956
02C13,02C1,94.73009
02C14,02C1,94.62538
02C15,02C1,87.74504
02C16,02C1,94.28623
02C17,02C1,92.61588
02C18,02C1,91.41925
02C19,02C1,23.70183
02C20,02C2,19.7331
02C21,02C2,21.0426
02C22,02C2,19.1504
02C23,02C2,19.48532
02C24,02C2,92.80202
02C25,02C2,94.03354
02C26,02C2,93.69532
02C27,02C2,95.16875
02C28,02C2,95.16782
02C29,02C2,94.38932
02C30,02C3,94.46664
02C31,02C3,40.8221
02C32,02C3,93.63079
02C33,02C3,94.15877
02C34,02C3,92.27174
02C35,02C3,88.2832
02C36,02C3,94.87241
02C37,02C3,94.60701
02C38,02C3,24.02847
02C39,02C3,36.22908
02C40,02C4,33.83742
02C41,02C4,94.32775
02C42,02C4,94.55737
02C43,02C4,48.13259
02C44,02C4,94.67916
02C45,02C4,92.85838
02C46,02C4,33.17219
02C47,02C4,79.51302
02C48,02C4,94.79471
02C49,02C4,94.51183
02C50,02C5,95.0389
02C51,02C5,94.95432
02C52,02C5,94.74542
02C53,02C5,94.91871
02C54,02C5,94.83042
02C55,02C5,94.95797
02C56,02C5,77.48498
02C57,02C5,93.28418
02C58,02C5,94.27486
02C59,02C5,77.20025
02C60,02C6,71.78034
02C61,02C6,85.1468
02C62,02C6,94.75782
02C63,02C6,27.31763
02C64,02C6,23.60645
02C65,02C6,95.04687
02C66,02C6,94.68802
02C67,02C6,93.05308
02C68,02C6,94.41837
03C01,03C0,93.79105
03C02,03C0,94.84709
03C03,03C0,94.37904
03C04,03C0,94.84172
03C05,03C0,94.72054
03C06,03C0,40.84967
03C07,03C0,93.6833
03C08,03C0,91.70523
03C09,03C0,93.57019
03C10,03C1,93.00167
03C11,03C1,32.84141
03C12,03C1,91.07152
03C13,03C1,92.81848
03C14,03C1,91.15752
03C15,03C1,94.65371
03C16,03C1,94.4182
03C17,03C1,93.46058
03C18,03C1,33.50284
03C19,03C1,22.20663
03C20,03C2,86.46596
03C21,03C2,30.71374
03C22,03C2,91.0977
03C23,03C2,91.78783
03C24,03C2,49.01705
03C25,03C2,88.91457
03C26,03C2,22.47281
03C27,03C2,94.04968
03C28,03C2,27.41131
03C29,03C2,27.96181
04C01,04C0,94.03275
04C02,04C0,50.47686
04C03,04C0,94.68198
04C04,04C0,94.88897
04C05,04C0,94.579
04C06,04C0,93.22886
04C07,04C0,94.68655
04C08,04C0,94.58272
04C09,04C0,94.49357
04C10,04C1,94.43468
04C11,04C1,61.70427
04C12,04C1,91.92792
04C13,04C1,72.64425
04C14,04C1,93.90137
04C15,04C1,94.77203
04C16,04C1,94.66064
04C17,04C1,88.57096
04C18,04C1,94.27335
04C19,04C1,90.50558
04C20,04C2,92.18267
04C21,04C2,94.99048
04C22,04C2,62.29351
04C23,04C2,20.37137
04C24,04C2,46.14518
04C25,04C2,94.19893
04C26,04C2,94.58379
04C27,04C2,30.27554
04C28,04C2,20.55231
04C29,04C2,20.80752
04C30,04C3,29.84087
04C31,04C3,29.43331
04C32,04C3,79.89725
04C33,04C3,93.19882
04C34,04C3,94.39104
04C35,04C3,89.80112
04C36,04C3,91.47212
05C01,05C0,89.62579
05C02,05C0,94.52601
05C03,05C0,93.65818
05C04,05C0,94.42445
05C05,05C0,94.88716
05C06,05C0,95.00865
05C07,05C0,93.15127
05C08,05C0,43.23098
05C09,05C0,94.64082
05C10,05C1,94.90028
05C11,05C1,94.53185
05C12,05C1,94.922
05C13,05C1,88.70546
05C14,05C1,21.80021
05C15,05C1,90.12681
05C16,05C1,58.803
05C17,05C1,93.78266
05C18,05C1,94.86745
05C19,05C1,94.93827
05C20,05C2,91.17535
05C21,05C2,93.739
05C22,05C2,94.51707
05C23,05C2,92.1158
05C24,05C2,94.68085
05C25,05C2,81.56619
05C26,05C2,38.73045
05C27,05C2,90.71824
05C28,05C2,94.01492
05C29,05C2,25.99433
05C30,05C3,94.45583
05C31,05C3,94.39639
05C32,05C3,92.54983
05C33,05C3,94.89101
05C34,05C3,94.44762
06C01,06C0,85.17083
06C02,06C0,93.65336
06C03,06C0,23.00918
06C04,06C0,50.09152
06C05,06C0,88.73374
06C06,06C0,93.09851
06C07,06C0,94.21952
06C08,06C0,90.62241
06C09,06C0,78.37148
06C10,06C1,24.32847
06C11,06C1,28.39403
06C12,06C1,48.65275
06C13,06C1,28.67629
06C14,06C1,32.95085
06C15,06C1,20.41516
06C16,06C1,85.242
06C17,06C1,51.91968
06C18,06C1,73.4949
07C01,07C0,26.45547
07C02,07C0,49.03709
07C03,07C0,39.50008
07C04,07C0,55.14317
07C05,07C0,29.23077
07C06,07C0,24.95105
07C07,07C0,17.18579
07C08,07C0,23.03369
07C09,07C0,88.97832
07C10,07C1,28.38078
07C11,07C1,85.9444
07C12,07C1,28.24808
07C13,07C1,36.70053
07C14,07C1,36.98183
07C15,07C1,78.84112
07C16,07C1,40.31627
07C17,07C1,51.59992
07C18,07C1,28.62251
07C19,07C1,83.18665
07C20,07C2,92.62563
07C21,07C2,21.48298
07C22,07C2,67.7439
08C01,08C0,93.35435
08C02,08C0,94.45885
08C03,08C0,18.94388
08C04,08C0,33.94603
08C05,08C0,85.22899
08C06,08C0,94.06502
08C07,08C0,94.81305
08C08,08C0,94.5257
08C09,08C0,94.24545
08C10,08C1,94.0024
08C11,08C1,94.74516
08C12,08C1,94.72206
08C13,08C1,94.5703
08C14,08C1,94.11868
08C15,08C1,93.87629
08C16,08C1,36.6377
08C17,08C1,94.6522
08C18,08C1,93.59441
08C19,08C1,95.00986
08C20,08C2,95.03718
08C21,08C2,94.42047
08C22,08C2,94.8324
08C23,08C2,59.6472
08C24,08C2,39.36987
08C25,08C2,41.98326
08C26,08C2,24.3124
08C27,08C2,76.75404
08C28,08C2,23.26302
08C29,08C2,72.0174
08C30,08C3,94.34441
08C31,08C3,76.53575
08C32,08C3,94.81738
08C33,08C3,35.58053
08C34,08C3,20.07819
08C35,08C3,91.87547
08C36,08C3,93.6195
08C37,08C3,90.87372
08C38,08C3,42.27296
08C39,08C3,59.85176
08C40,08C4,91.29202
08C41,08C4,90.98215
08C42,08C4,95.03896
08C43,08C4,95.09672
08C44,08C4,94.79687
08C45,08C4,94.58051
08C46,08C4,94.10055
08C47,08C4,94.21094
09C01,09C0,28.80054
09C02,09C0,74.47827
09C03,09C0,20.78064
09C04,09C0,36.4962
09C05,09C0,38.46258
09C06,09C0,19.30678
09C07,09C0,34.72353
09C08,09C0,47.54287
09C09,09C0,70.91569
09C10,09C1,36.75856
09C11,09C1,24.90862
09C12,09C1,56.96087
09C13,09C1,48.82178
09C14,09C1,21.46478
09C15,09C1,74.81577
09C16,09C1,19.78051
09C17,09C1,31.75734
09C18,09C1,39.33084
09C19,09C1,35.53495
09C20,09C2,30.73389
09C21,09C2,29.24893
09C22,09C2,13.88771
09C23,09C2,19.43561
09C24,09C2,31.66707
09C25,09C2,30.89755
09C26,09C2,12.02497
09C27,09C2,14.84424
09C28,09C2,16.7811
09C29,09C2,33.98399
09UCGH,09UC,84.18963
09UCGJ,09UC,84.21601
09UCGK,09UC,84.1224
09UCGL,09UC,75.16033
09UCGM,09UC,75.03042
09UCGN,09UC,88.46024
09UCGP,09UC,88.95373
09UCGQ,09UC,88.38658
09UCGR,09UC,92.57301
09UCGS,09UC,68.89288
09UCGT,09UC,84.50762
09UCGU,09UC,87.9266
09UCGW,09UC,93.27677
09UCGX,09UC,88.73314
09UCGY,09UC,80.76906
09UCGZ,09UC,90.30962
09UCHA,09UC,92.78094
09UCHB,09UC,93.29624
09UCHC,09UC,86.33844
09UCHD,09UC,79.72748
09UCHE,09UC,91.08957
09UCHF,09UC,92.09167
09UCHG,09UC,92.50446
09UCHH,09UC,85.37379
09UCHJ,09UC,92.12246
09UCHK,09UC,88.74068
09UDGE,09UD,32.8547
09UDGF,09UD,83.87689
09UDGG,09UD,91.26172
09UDGH,09UD,19.76344
09UDGJ,09UD,25.3315
09UDGK,09UD,87.97812
09UDGL,09UD,39.15129
09UDGM,09UD,92.99669
09UDGN,09UD,33.51772
09UDGP,09UD,92.61363
09UDGQ,09UD,50.70131
09UDGR,09UD,91.87079
09UDGS,09UD,16.5122
09UDGT,09UD,49.66073
09UDGU,09UD,69.80955
09UDGW,09UD,59.72529
09UDGX,09UD,63.10124
09UDGY,09UD,88.50438
09UDGZ,09UD,28.44242
09UDHA,09UD,40.98043
09UDHB,09UD,93.77424
09UDHC,09UD,94.00092
09UDHD,09UD,92.85993
09UDHE,09UD,93.31561
09UDHF,09UD,90.58332
09UDHG,09UD,84.07585
09UEGC,09UE,23.29246
09UEGD,09UE,86.80135
09UEGE,09UE,91.68781
09UEGF,09UE,38.07962
09UEGG,09UE,21.85365
09UEGH,09UE,87.81516
09UEGJ,09UE,61.48998
09UEGK,09UE,85.97707
09UEGL,09UE,75.318
09UEGM,09UE,33.9208
09UEGN,09UE,89.88341
09UEGP,09UE,72.87888
09UEGQ,09UE,47.21593
09UEGR,09UE,25.19263
09UEGS,09UE,57.07209
09UEGT,09UE,45.16981
09UEGU,09UE,59.43956
09UEGW,09UE,60.41184
09UEGX,09UE,92.9313
09UEGY,09UE,92.84174
09UEGZ,09UE,77.23103
09UEHA,09UE,90.17749
09UEHB,09UE,22.3118
10C01,10C0,94.23182
10C02,10C0,29.96308
10C03,10C0,92.92193
10C04,10C0,93.78925
10C05,10C0,90.18687
10C06,10C0,27.56651
10C07,10C0,24.68461
10C08,10C0,22.32555
10C09,10C0,26.47375
10C10,10C1,61.03292
10C11,10C1,45.04602
10C12,10C1,93.4388
10C13,10C1,93.34257
10C14,10C1,48.80986
10C15,10C1,32.34204
10C16,10C1,20.72586
10C17,10C1,18.91391
10C18,10C1,40.43024
10C19,10C1,91.45668
10C20,10C2,92.02312
10C21,10C2,93.56313
10C22,10C2,92.78696
10C23,10C2,94.09962
10C24,10C2,94.18696
10C25,10C2,93.68864
10C26,10C2,93.56422
10C27,10C2,56.51621
10C28,10C2,86.37206
10C29,10C2,35.68359
10C30,10C3,92.81495
10C31,10C3,93.55255
10C32,10C3,94.17471
11C01,11C0,68.75253
11C02,11C0,83.31284
11C03,11C0,25.63494
11C04,11C0,48.03686
11C05,11C0,24.81513
11C06,11C0,59.05431
11C07,11C0,37.33365
11C08,11C0,24.44545
11C09,11C0,40.22875
11C10,11C1,83.10868
11C11,11C1,36.74971
11C12,11C1,90.375
11C13,11C1,91.29456
11C14,11C1,39.01439
11C15,11C1,39.34329
11C16,11C1,55.45208
11C17,11C1,93.23914
11C18,11C1,92.94183
11C19,11C1,87.04271
11C20,11C2,22.89263
11C21,11C2,84.78402
11C22,11C2,19.2876
11C23,11C2,22.19806
11C24,11C2,58.85133
11UBGR,11UB,87.6727
11UBGS,11UB,20.4149
11UBGT,11UB,24.09323
11UBGU,11UB,89.92004
11UBGW,11UB,94.09296
11UBGX,11UB,56.65025
11UBGY,11UB,76.03649
11UBGZ,11UB,93.78253
11UBHA,11UB,41.62793
11UBHB,11UB,91.85246
11UBHC,11UB,46.75748
11UBHD,11UB,38.16821
11UBHE,11UB,91.32839
11UBHF,11UB,95.11145
11UBHG,11UB,95.10497
11UBHH,11UB,92.21626
11UBHJ,11UB,93.56592
11UBHK,11UB,92.22617
11UBHL,11UB,29.78888
11UBHM,11UB,93.46346
11UBHN,11UB,94.15197
11UBHP,11UB,25.24593
11UBHQ,11UB,92.75605
11UBHR,11UB,95.11615
11UBHS,11UB,86.17824
11UBHT,11UB,19.2422
11UBHU,11UB,94.96833
11UBHW,11UB,94.0491
11UBHX,11UB,92.87141
11UBHY,11UB,95.11543
11UBHZ,11UB,18.77143
11UBJA,11UB,93.55805
11UBJB,11UB,87.16699
11UBJC,11UB,93.25739
11UBJD,11UB,92.18547
11UBJE,11UB,88.67751
11UCGH,11UC,65.4772
11UCGJ,11UC,25.07616
11UCGK,11UC,86.24815
11UCGL,11UC,42.08353
11UCGM,11UC,93.57443
11UCGN,11UC,43.31847
11UCGP,11UC,90.20917
11UCGQ,11UC,62.28654
11UCGR,11UC,71.11181
11UCGS,11UC,74.59986
11UCGT,11UC,61.60779
11UCGU,11UC,92.68468
11UCGW,11UC,84.77246
11UCGX,11UC,85.16491
11UCGY,11UC,51.13829
11UCGZ,11UC,83.07121
11UCHA,11UC,46.44638
11UCHB,11UC,86.03504
11UCHC,11UC,79.92457
11UCHD,11UC,90.34755
11UCHE,11UC,76.41011
11UCHF,11UC,38.64992
11UCHG,11UC,76.64009
11UCHH,11UC,74.28368
11UCHJ,11UC,67.10757
11UEFX,11UE,68.29485
11UEFY,11UE,79.0642
11UEFZ,11UE,70.78406
11UEGA,11UE,91.53822
11UEGB,11UE,46.75699
11UEGC,11UE,41.96711
11UEGD,11UE,78.24835
11UEGE,11UE,73.76279
11UEGF,11UE,87.24151
11UEGG,11UE,57.03645
11UEGH,11UE,89.99147
11UEGJ,11UE,54.43137
11UEGK,11UE,56.87135
11UEGL,11UE,91.23795
11UEGM,11UE,77.99593
11UEGN,11UE,74.54481
11UEGP,11UE,75.88499
11UEGQ,11UE,88.79996
11UEGR,11UE,89.99426
11UFGK,11UF,35.67543
11UFGL,11UF,94.23017
11UFGM,11UF,57.14292
11UFGN,11UF,69.57841
11UFGP,11UF,14.78272
11UFGQ,11UF,90.89554
11UFGR,11UF,50.926
11UFGS,11UF,73.34959
11UFGT,11UF,82.09814
11UFGU,11UF,84.20767
11UFGW,11UF,87.68011
11UFGX,11UF,94.34551
11UFGY,11UF,45.15817
11UFGZ,11UF,43.1159
11UFHA,11UF,94.0134
11UFHB,11UF,91.41815
11UFHC,11UF,53.56523
11UFHD,11UF,27.32311
11UFHE,11UF,46.62659
11UFHF,11UF,14.30045
11UFHG,11UF,56.65149
11UFHH,11UF,56.67559
11UFHJ,11UF,91.11989
11UFHK,11UF,31.98955
11UFHL,11UF,21.5766
11UFHM,11UF,78.28041
11UFHN,11UF,69.54562
11UFHP,11UF,64.25903
12C01,12C0,31.73081
12C02,12C0,22.08779
12C03,12C0,34.7254
12C04,12C0,57.19397
12C05,12C0,61.30137
12C06,12C0,88.64668
12C07,12C0,78.98267
12C08,12C0,35.53675
12C09,12C0,43.88606
12C10,12C1,84.0046
12C11,12C1,42.29042
12C12,12C1,88.60198
12C13,12C1,91.81945
12C14,12C1,93.19317
12C15,12C1,82.45284
12C16,12C1,94.76744
12C17,12C1,34.89966
12C18,12C1,93.70907
12C19,12C1,94.70325
12C20,12C2,91.53664
12C21,12C2,91.94039
12C22,12C2,48.90513
12C23,12C2,93.36644
12UBFQ,12UB,48.25859
12UBFR,12UB,21.99846
12UBFS,12UB,66.74355
12UBFT,12UB,61.73537
12UBFU,12UB,28.69002
12UBFW,12UB,44.5529
12UBFX,12UB,20.17322
12UBFY,12UB,52.05408
12UBFZ,12UB,73.91426
12UBGA,12UB,23.6316
12UBGB,12UB,53.73191
12UBGC,12UB,27.46569
12UBGD,12UB,67.56243
12UBGE,12UB,17.67109
12UCFU,12UC,94.15659
12UCFW,12UC,91.1428
12UCFX,12UC,93.02963
12UCFY,12UC,94.51055
12UCFZ,12UC,94.25948
12UCGA,12UC,91.60156
12UCGB,12UC,84.61581
12UCGC,12UC,84.34968
12UCGD,12UC,61.03848
12UCGE,12UC,93.2011
12UCGF,12UC,93.03307
12UCGG,12UC,93.32755
12UCGH,12UC,93.71433
12UCGJ,12UC,93.34728
12UCGK,12UC,93.98412
12UCGL,12UC,90.43261
12UCGM,12UC,93.0955
12UCGN,12UC,92.87033
12UCGP,12UC,94.68059
12UDGC,12UD,93.43076
12UDGD,12UD,94.00328
12UDGE,12UD,93.32182
12UDGF,12UD,21.2139
12UDGG,12UD,84.95261
12UDGH,12UD,93.45473
12UDGJ,12UD,95.01903
12UDGK,12UD,38.66594
12UDGL,12UD,63.42201
12UDGM,12UD,28.36914
12UDGN,12UD,63.50493
12UDGP,12UD,93.96238
12UDGQ,12UD,86.39102
12UDGR,12UD,89.68332
12UDGS,12UD,90.51587
12UDGT,12UD,76.37191
12UDGU,12UD,94.34792
12UDGW,12UD,89.92497
12UDGX,12UD,92.949
12UDGY,12UD,62.82645
12UDGZ,12UD,39.6863
12UDHA,12UD,87.65031
12UDHB,12UD,61.72882
12UDHC,12UD,67.79659
12UDHD,12UD,32.31261
12UDHE,12UD,91.98537
12UDHF,12UD,93.62717
12UEGM,12UE,87.02789
12UEGN,12UE,85.12352
12UEGP,12UE,85.10339
12UEGQ,12UE,80.87278
12UEGR,12UE,94.81027
12UEGS,12UE,92.85489
12UEGT,12UE,83.66062
12UEGU,12UE,87.6904
12UEGW,12UE,94.04631
12UEGX,12UE,42.90649
12UEGY,12UE,70.9968
12UEGZ,12UE,56.29484
12UEHA,12UE,94.74757
12UEHB,12UE,70.21652
12UEHC,12UE,93.38615
12UEHD,12UE,71.84232
12UEHE,12UE,46.88174
12UEHF,12UE,52.97412
12UEHG,12UE,41.99835
12UEHH,12UE,39.19527
12UEHJ,12UE,43.16483
12UEHK,12UE,56.41516
12UEHL,12UE,93.57962
12UEHM,12UE,91.69724
12UEHN,12UE,92.88668
12UEHP,12UE,88.48639
12UEHQ,12UE,92.62926
12UEHR,12UE,92.22158
12UEHS,12UE,90.00909
12UGGW,12UG,94.43299
12UGGX,12UG,90.77338
12UGGY,12UG,91.13021
12UGGZ,12UG,93.44354
12UGHA,12UG,92.76369
12UGHB,12UG,92.65989
12UGHC,12UG,90.21912
12UGHD,12UG,90.22569
12UGHE,12UG,89.84592
12UGHF,12UG,91.52864
12UGHG,12UG,89.85504
12UGHH,12UG,93.1306
12UGHJ,12UG,78.94685
12UGHK,12UG,89.54704
12UGHL,12UG,94.84534
12UGHM,12UG,91.31392
12UGHN,12UG,83.06943
12UGHP,12UG,92.08711
12UGHQ,12UG,88.63776
12UGHR,12UG,91.29161
12UGHS,12UG,91.46743
12UGHT,12UG,77.284
12UGHU,12UG,90.03565
12UGHW,12UG,90.41535
12UGHX,12UG,78.43517
12UGHY,12UG,91.1637
12UGHZ,12UG,83.47276
12UGJA,12UG,93.69749
12UGJB,12UG,93.45664
12UGJC,12UG,86.19826
12UGJD,12UG,94.2596
12UGJE,12UG,89.43617
12UGJF,12UG,93.10075
12UGJG,12UG,89.29191
13C01,13C0,92.03185
13C02,13C0,63.48581
13C03,13C0,49.81757
13C04,13C0,19.96586
13C05,13C0,46.58919
13C06,13C0,72.31844
13C07,13C0,70.02416
13C08,13C0,20.10646
13C09,13C0,22.63961
13C10,13C1,25.69097
13C11,13C1,33.07291
13C12,13C1,41.84146
13C13,13C1,20.5433
13C14,13C1,33.8797
13C15,13C1,23.02928
13C16,13C1,33.29405
13C17,13C1,32.4438
13C18,13C1,60.09441
13C19,13C1,88.02261
13C20,13C2,91.66692
13UBGE,13UB,94.99355
13UBGF,13UB,38.75374
13UBGG,13UB,24.63397
13UBGH,13UB,20.11233
13UBGJ,13UB,33.09235
13UBGK,13UB,86.23198
13UBGL,13UB,27.57648
13UBGM,13UB,55.66517
13UBGN,13UB,36.36977
13UBGP,13UB,93.52812
13UBGQ,13UB,86.05864
13UBGR,13UB,93.11774
13UBGS,13UB,60.44846
13UBGT,13UB,16.89823
13UBGU,13UB,18.24966
13UBGW,13UB,88.83638
13UBGX,13UB,88.85515
13UBGY,13UB,20.77624
13UBGZ,13UB,94.78671
13UBHA,13UB,91.70908
13UBHB,13UB,91.42969
13UBHC,13UB,18.55345
13UBHD,13UB,18.51048
13UBHE,13UB,92.7685
13UBHF,13UB,94.12075
13UBHG,13UB,94.48317
13UBHH,13UB,94.70775
13UBHJ,13UB,43.14158
13UBHK,13UB,60.0214
13UBHL,13UB,33.28009
13UBHM,13UB,92.093
13UCFU,13UC,64.99046
13UCFW,13UC,62.24553
13UCFX,13UC,71.25487
13UCFY,13UC,94.37572
13UCFZ,13UC,94.88495
13UCGA,13UC,82.90624
13UCGB,13UC,47.7831
13UCGC,13UC,36.34674
13UCGD,13UC,41.11643
13UCGE,13UC,85.0993
13UCGF,13UC,38.99393
13UCGG,13UC,92.67205
13UCGH,13UC,70.06946
13UCGJ,13UC,91.24957
13UCGK,13UC,69.02642
13UCGL,13UC,42.59143
13UCGM,13UC,86.9404
13UCGN,13UC,65.50806
13UCGP,13UC,69.06287
13UCGQ,13UC,72.52312
13UDGD,13UD,94.75556
13UDGE,13UD,25.22177
13UDGF,13UD,93.65452
13UDGG,13UD,42.97033
13UDGH,13UD,59.81054
13UDGJ,13UD,95.07001
13UDGK,13UD,19.23828
13UDGL,13UD,21.03688
13UDGM,13UD,93.49191
13UDGN,13UD,34.27625
13UDGP,13UD,84.99641
13UDGQ,13UD,43.26056
13UDGR,13UD,75.09023
13UDGS,13UD,95.0203
13UDGT,13UD,94.26537
13UDGU,13UD,72.89458
13UDGW,13UD,17.94297
13UDGX,13UD,65.63145
13UDGY,13UD,79.34649
13UDGZ,13UD,31.86828
13UDHA,13UD,53.50848
13UDHB,13UD,44.29244
13UDHC,13UD,61.60408
13UDHD,13UD,76.89374
13UDHE,13UD,73.70867
13UDHF,13UD,95.13248
13UDHG,13UD,93.51807
13UEFU,13UE,93.42561
13UEFW,13UE,25.1948
13UEFX,13UE,18.64561
13UEFY,13UE,19.02233
13UEFZ,13UE,55.9706
13UEGA,13UE,61.98842
13UEGB,13UE,81.02904
13UEGC,13UE,58.50023
13UEGD,13UE,18.75719
13UEGE,13UE,17.4017
13UEGF,13UE,68.90012
13UEGG,13UE,47.8665
13UEGH,13UE,51.44464
13UEGJ,13UE,17.08212
13UEGK,13UE,17.7436
13UEGL,13UE,44.99388
13UEGM,13UE,31.79111
13UEGN,13UE,35.93514
13UEGP,13UE,84.0959
13UGGN,13UG,73.57801
13UGGP,13UG,59.17939
13UGGQ,13UG,78.4189
13UGGR,13UG,70.66489
13UGGS,13UG,89.38444
13UGGT,13UG,60.23475
13UGGU,13UG,88.7415
13UGGW,13UG,33.9323
13UGGX,13UG,93.51293
13UGGY,13UG,60.18763
13UGGZ,13UG,91.86137
13UGHA,13UG,93.00232
13UGHB,13UG,68.38622
13UGHC,13UG,44.83224
13UGHD,13UG,66.84202
13UGHE,13UG,67.66678
13UGHF,13UG,43.49401
13UGHG,13UG,54.07224
13UGHH,13UG,31.06658
13UGHJ,13UG,67.16164
13UGHK,13UG,18.74437
13UGHL,13UG,67.97438
13UGHM,13UG,39.85558
13UGHN,13UG,20.1034
13UGHP,13UG,47.16103
13UGHQ,13UG,62.16495
13UGHR,13UG,39.62595
13UGHS,13UG,30.75839
13UGHT,13UG,88.88051
13UGHU,13UG,91.16377
13UGHW,13UG,86.46409
13UGHX,13UG,93.50986
13UGHY,13UG,54.347
13UGHZ,13UG,81.88284
13UGJA,13UG,65.70229
13UGJB,13UG,88.18626
13UGJC,13UG,94.14874
13UGJD,13UG,94.80421
13UHGP,13UH,69.14464
13UHGQ,13UH,93.11306
13UHGR,13UH,83.22028
13UHGS,13UH,91.44712
13UHGT,13UH,94.33794
13UHGU,13UH,67.04048
13UHGW,13UH,85.83588
13UHGX,13UH,86.71379
13UHGY,13UH,75.28831
13UHGZ,13UH,92.17558
13UHHA,13UH,56.10078
13UHHB,13UH,80.23935
13UHHC,13UH,93.6903
13UHHD,13UH,93.99456
13UHHE,13UH,32.36718
13UHHF,13UH,51.10426
13UHHG,13UH,52.94106
13UHHH,13UH,65.95027
13UHHJ,13UH,94.33621
13UHHK,13UH,94.00802
13UHHL,13UH,91.1859
13UHHM,13UH,79.6645
13UHHN,13UH,34.2394
13UHHP,13UH,72.88792
13UHHQ,13UH,68.40881
13UHHR,13UH,61.88475
13UHHS,13UH,75.36766
13UHHT,13UH,61.24287
14C01,14C0,90.77879
14C02,14C0,82.67434
14C03,14C0,81.92478
14C04,14C0,39.44384
14C05,14C0,37.6061
14C06,14C0,54.66494
14C07,14C0,32.32556
14C08,14C0,35.61244
14C09,14C0,16.54053
14C10,14C1,40.03785
14C11,14C1,18.14094
14C12,14C1,32.33082
14C13,14C1,18.30523
14C14,14C1,33.463
14C15,14C1,44.81767
14C16,14C1,23.66036
14C17,14C1,61.82438
14C18,14C1,17.37669
14C19,14C1,14.70378
14C20,14C2,34.2398
14C21,14C2,17.31884
14C22,14C2,39.84669
14C23,14C2,31.32858
14C24,14C2,27.00474
14C25,14C2,26.17656
14C26,14C2,26.69242
14C27,14C2,31.32654
14C28,14C2,33.65644
14C29,14C2,17.85412
14C30,14C3,18.30725
14C31,14C3,6.699586
14C32,14C3,37.83787
14C33,14C3,15.85033
14C34,14C3,73.42834
14C35,14C3,30.74061
14C36,14C3,19.59312
14C37,14C3,31.64872
14C38,14C3,29.70653
14C39,14C3,41.4759
14C40,14C4,25.10587
14C41,14C4,44.86286
14C42,14C4,62.8474
14C43,14C4,28.96713
14C44,14C4,17.73559
14C45,14C4,14.60058
14C46,14C4,18.54604
14C47,14C4,6.480013
14C48,14C4,15.53676
14C49,14C4,36.52472
14C50,14C5,50.08278
14C51,14C5,30.37543
14C52,14C5,44.21149
14C53,14C5,59.40691
14C54,14C5,51.09765
14C55,14C5,22.55209
14C56,14C5,77.14791
14C57,14C5,69.59132
14C58,14C5,58.84439
15C01,15C0,27.44502
15C02,15C0,44.93108
15C03,15C0,28.122
15C04,15C0,31.28909
15C05,15C0,36.25727
15C06,15C0,37.5871
15C07,15C0,36.48691
15C08,15C0,39.42553
15C09,15C0,59.30537
15C10,15C1,27.41534
15C11,15C1,38.04869
15C12,15C1,50.01268
15C13,15C1,83.72728
15C14,15C1,39.77412
15C15,15C1,26.34166
15C16,15C1,86.96888
15C17,15C1,93.42942
15C18,15C1,82.50055
15C19,15C1,54.93234
15C20,15C2,57.33174
15C21,15C2,81.5206
15C22,15C2,91.10652
15C23,15C2,22.47312
15C24,15C2,41.02552
15C25,15C2,69.26834
15C26,15C2,85.17086
15C27,15C2,42.63001
15C28,15C2,80.01337
15C29,15C2,32.81709
15C30,15C3,93.06965
15C31,15C3,81.54292
15C32,15C3,93.21233
15UBGH,15UB,85.2037
15UBGJ,15UB,91.75961
15UBGK,15UB,92.87493
15UBGL,15UB,93.99677
15UBGM,15UB,94.89204
15UBGN,15UB,93.49204
15UBGP,15UB,94.79233
15UBGQ,15UB,86.67966
15UBGR,15UB,54.20071
15UBGS,15UB,86.90007
15UBGT,15UB,95.13672
15UBGU,15UB,94.52695
15UBGW,15UB,75.7517
15UBGX,15UB,78.91151
15UBGY,15UB,91.88279
15UBGZ,15UB,94.08678
15UBHA,15UB,84.45903
15UBHB,15UB,34.84381
15UBHC,15UB,62.00291
15UBHD,15UB,88.22192
15UBHE,15UB,33.66715
15UBHF,15UB,57.33129
15UCFX,15UC,38.24728
15UCFY,15UC,49.95475
15UCFZ,15UC,50.44913
15UCGA,15UC,95.13139
15UCGB,15UC,88.43468
15UCGC,15UC,93.75865
15UCGD,15UC,44.47272
15UCGE,15UC,91.4254
