casward2001,ONS,greenspace_pc
33UHHD,33UH,95.08389
33UHHE,33UH,62.79644
33UHHF,33UH,93.98716
33UHHG,33UH,93.9749
33UHHH,33UH,92.78901
33UHHJ,33UH,93.99741
33UHHK,33UH,93.82196
33UHHL,33UH,88.82706
33UHHM,33UH,95.12069
33UHHN,33UH,86.14541
33UHHP,33UH,91.9449
33UHHQ,33UH,90.97109
33UHHR,33UH,93.6438
33UHHS,33UH,36.9177
33UHHT,33UH,93.26563
33UHHU,33UH,89.76533
33UHHW,33UH,71.63085
33UHHX,33UH,86.17493
33UHHY,33UH,94.42831
33UHHZ,33UH,88.01612
33UHJA,33UH,80.38645
33UHJB,33UH,93.94128
33UHJC,33UH,92.911
33UHJD,33UH,92.46851
33UHJE,33UH,93.80104
33UHJF,33UH,94.51336
33UHJG,33UH,54.73918
33UHJH,33UH,94.4894
34UBFN,34UB,47.66171
34UBFP,34UB,55.06215
34UBFQ,34UB,61.08281
34UBFR,34UB,34.23075
34UBFS,34UB,77.62959
34UBFT,34UB,31.34115
34UBFU,34UB,30.98609
34UBFW,34UB,29.94904
34UBFX,34UB,85.6022
34UBFY,34UB,90.10443
34UBFZ,34UB,92.33691
34UBGA,34UB,53.1502
34UBGB,34UB,21.84633
34UCGD,34UC,59.8504
34UCGE,34UC,22.48687
34UCGF,34UC,92.9255
34UCGG,34UC,90.73103
34UCGH,34UC,87.64436
34UCGJ,34UC,90.64379
34UCGK,34UC,92.30598
34UCGL,34UC,91.80421
34UCGM,34UC,92.2654
34UCGN,34UC,93.92596
34UCGP,34UC,91.83894
34UCGQ,34UC,57.67242
34UCGR,34UC,90.97215
34UCGS,34UC,57.77455
34UCGT,34UC,90.16406
34UCGU,34UC,84.58071
34UCGW,34UC,92.39226
34UCGX,34UC,92.08143
34UCGY,34UC,93.39349
34UCGZ,34UC,92.02335
34UCHA,34UC,94.05807
34UCHB,34UC,90.58524
34UCHC,34UC,92.93161
34UCHD,34UC,94.04182
34UDFX,34UD,93.82972
34UDFY,34UD,93.47301
34UDFZ,34UD,92.36662
34UDGA,34UD,85.11108
34UDGB,34UD,72.54863
34UDGC,34UD,92.30695
34UDGD,34UD,93.82555
34UDGE,34UD,93.89758
34UDGF,34UD,81.05064
34UDGG,34UD,94.91708
34UDGH,34UD,89.11461
34UDGJ,34UD,73.42998
34UDGK,34UD,90.20889
34UDGL,34UD,74.6008
34UDGM,34UD,47.022
34UDGN,34UD,74.47817
34UDGP,34UD,17.0054
34UDGQ,34UD,87.37237
34UDGR,34UD,64.70853
34UDGS,34UD,94.02002
34UEFZ,34UE,17.27465
34UEGA,34UE,39.42808
34UEGB,34UE,57.02429
34UEGC,34UE,43.28799
34UEGD,34UE,93.95365
34UEGE,34UE,70.41582
34UEGF,34UE,84.82715
34UEGG,34UE,68.67142
34UEGH,34UE,33.21411
34UEGJ,34UE,86.06893
34UEGK,34UE,92.75742
34UEGL,34UE,23.01999
34UEGM,34UE,52.46365
34UEGN,34UE,19.02249
34UEGP,34UE,19.59587
34UEGQ,34UE,51.92773
34UEGR,34UE,93.78907
34UEGS,34UE,58.76208
34UEGT,34UE,87.60567
34UEGU,34UE,87.6288
34UEGW,34UE,52.78775
34UEGX,34UE,94.02398
34UEGY,34UE,48.43954
34UFFY,34UF,23.47555
34UFFZ,34UF,46.34373
34UFGA,34UF,20.47755
34UFGB,34UF,31.90207
34UFGC,34UF,45.42343
34UFGD,34UF,40.113
34UFGE,34UF,18.32549
34UFGF,34UF,25.04365
34UFGG,34UF,22.97065
34UFGH,34UF,39.85322
34UFGJ,34UF,40.03056
34UFGK,34UF,31.84844
34UFGL,34UF,70.70467
34UFGM,34UF,21.33701
34UFGN,34UF,25.66811
34UFGP,34UF,50.88787
34UFGQ,34UF,39.8871
34UFGR,34UF,43.18922
34UFGS,34UF,43.90777
34UFGT,34UF,59.27199
34UFGU,34UF,30.43885
34UFGW,34UF,79.01392
34UFGX,34UF,36.51604
34UGGK,34UG,94.07968
34UGGL,34UG,94.48959
34UGGM,34UG,94.88438
34UGGN,34UG,59.1959
34UGGP,34UG,29.03166
34UGGQ,34UG,66.74372
34UGGR,34UG,94.41319
34UGGS,34UG,89.1363
34UGGT,34UG,90.65712
34UGGU,34UG,93.74931
34UGGW,34UG,93.47456
34UGGX,34UG,93.11523
34UGGY,34UG,91.93912
34UGGZ,34UG,93.87661
34UGHA,34UG,94.96227
34UGHB,34UG,91.09042
34UGHC,34UG,91.52499
34UGHD,34UG,90.72715
34UGHE,34UG,92.82068
34UGHF,34UG,91.74015
34UGHG,34UG,89.81691
34UGHH,34UG,94.92934
34UGHJ,34UG,86.60519
34UGHK,34UG,94.06458
34UGHL,34UG,93.49852
34UGHM,34UG,78.81384
34UGHN,34UG,86.65089
34UGHP,34UG,94.77406
34UGHQ,34UG,95.14838
34UGHR,34UG,89.82662
34UGHS,34UG,91.28912
34UHFR,34UH,26.27558
34UHFS,34UH,62.80398
34UHFT,34UH,39.94168
34UHFU,34UH,81.74653
34UHFW,34UH,90.32511
34UHFX,34UH,92.43491
34UHFY,34UH,52.55749
34UHFZ,34UH,78.94593
34UHGA,34UH,94.3319
34UHGB,34UH,58.94875
34UHGC,34UH,35.0204
34UHGD,34UH,66.11013
34UHGE,34UH,93.82565
34UHGF,34UH,27.36249
34UHGG,34UH,92.93319
34UHGH,34UH,85.3066
35UBFT,35UB,92.07207
35UBFU,35UB,89.12339
35UBFW,35UB,21.62754
35UBFX,35UB,58.01171
35UBFY,35UB,41.11923
35UBFZ,35UB,87.21823
35UBGA,35UB,85.47334
35UBGB,35UB,92.36961
35UBGC,35UB,95.14751
35UBGD,35UB,95.18427
35UBGE,35UB,95.14073
35UBGF,35UB,93.88044
35UBGG,35UB,94.57407
35UBGH,35UB,92.30083
35UBGJ,35UB,93.2248
35UBGK,35UB,95.03022
35UCFS,35UC,91.97478
35UCFT,35UC,93.8017
35UCFU,35UC,94.05103
35UCFW,35UC,94.90557
35UCFX,35UC,59.40154
35UCFY,35UC,89.72574
35UCFZ,35UC,95.18088
35UCGA,35UC,94.25482
35UCGB,35UC,81.77408
35UCGC,35UC,87.66167
35UCGD,35UC,94.94385
35UCGE,35UC,85.24827
35UCGF,35UC,17.97583
35UCGG,35UC,41.63675
35UCGH,35UC,79.94233
35UCGJ,35UC,44.80482
35UCGK,35UC,90.8404
35UDGN,35UD,26.71085
35UDGP,35UD,54.0915
35UDGQ,35UD,84.4623
35UDGR,35UD,31.32401
35UDGS,35UD,51.18247
35UDGT,35UD,52.608
35UDGU,35UD,40.64413
35UDGW,35UD,79.45403
35UDGX,35UD,25.23063
35UDGY,35UD,84.86782
35UDGZ,35UD,86.32391
35UDHA,35UD,24.77138
35UDHB,35UD,79.88195
35UDHC,35UD,80.42639
35UDHD,35UD,17.76514
35UDHE,35UD,88.39917
35UDHF,35UD,85.50956
35UDHG,35UD,17.5406
35UDHH,35UD,63.46363
35UDHJ,35UD,28.95892
35UEFY,35UE,84.90943
35UEFZ,35UE,89.3855
35UEGA,35UE,94.37545
35UEGB,35UE,94.55448
35UEGC,35UE,92.60879
35UEGD,35UE,94.52756
35UEGE,35UE,63.68216
35UEGF,35UE,59.56474
35UEGG,35UE,56.12218
35UEGH,35UE,80.00855
35UEGJ,35UE,46.9703
35UEGK,35UE,23.23039
35UEGL,35UE,88.59895
35UEGM,35UE,89.46415
35UEGN,35UE,90.96561
35UEGP,35UE,61.25019
35UEGQ,35UE,84.48062
35UEGR,35UE,91.9288
35UEGS,35UE,94.94263
35UEGT,35UE,86.46053
35UFGK,35UF,92.94562
35UFGL,35UF,94.67282
35UFGM,35UF,94.65789
35UFGN,35UF,89.41834
35UFGP,35UF,92.8732
35UFGQ,35UF,91.39196
35UFGR,35UF,95.14896
35UFGS,35UF,94.69386
35UFGT,35UF,86.96185
35UFGU,35UF,94.46246
35UFGW,35UF,58.84856
35UFGX,35UF,73.88059
35UFGY,35UF,86.71254
35UFGZ,35UF,81.89817
35UFHA,35UF,93.55366
35UFHB,35UF,94.39354
35UFHC,35UF,71.05473
35UFHD,35UF,47.97905
35UFHE,35UF,77.3898
35UFHF,35UF,43.41383
35UFHG,35UF,95.02677
35UFHH,35UF,94.27438
35UFHJ,35UF,94.59575
35UFHK,35UF,94.32529
35UFHL,35UF,89.92588
35UFHM,35UF,94.94629
35UFHN,35UF,94.38634
35UFHP,35UF,94.69755
35UFHQ,35UF,94.88232
35UFHR,35UF,94.94434
35UFHS,35UF,80.73228
35UGFS,35UG,74.21458
35UGFT,35UG,62.88845
35UGFU,35UG,88.06012
35UGFW,35UG,86.99673
35UGFX,35UG,28.40472
35UGFY,35UG,89.58814
35UGFZ,35UG,34.24825
35UGGA,35UG,46.72987
35UGGB,35UG,35.56556
35UGGC,35UG,86.3085
35UGGD,35UG,71.97082
35UGGE,35UG,74.76434
35UGGF,35UG,14.63342
35UGGG,35UG,70.27377
35UGGH,35UG,70.47338
35UGGJ,35UG,78.82618
36UBGB,36UB,94.61825
36UBGC,36UB,94.9087
36UBGD,36UB,93.91732
36UBGE,36UB,93.23377
36UBGF,36UB,93.43719
36UBGG,36UB,94.49875
36UBGH,36UB,84.3558
36UBGJ,36UB,94.00001
36UBGK,36UB,94.57461
36UBGL,36UB,94.8485
36UBGM,36UB,94.39558
36UBGN,36UB,94.20498
36UBGP,36UB,84.63708
36UBGQ,36UB,71.92918
36UBGR,36UB,82.69003
36UBGS,36UB,65.34682
36UBGT,36UB,89.9152
36UBGU,36UB,95.12123
36UBGW,36UB,94.03054
36UCGM,36UC,84.87274
36UCGN,36UC,92.44845
36UCGP,36UC,94.42803
36UCGQ,36UC,95.15795
36UCGR,36UC,94.0377
36UCGS,36UC,92.00881
36UCGT,36UC,92.9088
36UCGU,36UC,94.80943
36UCGW,36UC,95.13533
36UCGX,36UC,91.90972
36UCGY,36UC,93.42614
36UCGZ,36UC,94.43322
36UCHA,36UC,76.20995
36UCHB,36UC,82.81108
36UCHC,36UC,84.20844
36UCHD,36UC,95.05573
36UCHE,36UC,71.83978
36UCHF,36UC,94.53365
36UCHG,36UC,92.08482
36UCHH,36UC,88.08236
36UCHJ,36UC,95.11488
36UCHK,36UC,91.44271
36UCHL,36UC,95.173
36UCHM,36UC,94.55382
36UCHN,36UC,89.48256
36UCHP,36UC,93.92923
36UCHQ,36UC,94.45819
36UCHR,36UC,92.76921
36UCHS,36UC,94.90005
36UCHT,36UC,95.15994
36UDGL,36UD,77.98361
36UDGM,36UD,94.34375
36UDGN,36UD,87.73489
36UDGP,36UD,94.62958
36UDGQ,36UD,42.75615
36UDGR,36UD,64.49772
36UDGS,36UD,25.78958
36UDGT,36UD,53.69902
36UDGU,36UD,92.1936
36UDGW,36UD,94.11588
36UDGX,36UD,75.58488
36UDGY,36UD,68.00697
36UDGZ,36UD,77.25973
36UDHA,36UD,18.89864
36UDHB,36UD,93.64195
36UDHC,36UD,94.62859
36UDHD,36UD,94.18288
36UDHE,36UD,93.78169
36UDHF,36UD,39.59697
36UDHG,36UD,93.90479
36UDHH,36UD,94.95988
36UDHJ,36UD,64.83247
36UDHK,36UD,94.20044
36UDHL,36UD,93.2476
36UDHM,36UD,53.69067
36UDHN,36UD,39.26649
36UDHP,36UD,73.82711
36UDHQ,36UD,35.41473
36UDHR,36UD,45.83816
36UDHS,36UD,94.28354
36UDHT,36UD,43.53811
36UDHU,36UD,42.76798
36UDHW,36UD,94.17541
36UDHX,36UD,93.87312
36UDHY,36UD,48.80096
36UEGD,36UE,94.95041
36UEGE,36UE,93.58199
36UEGF,36UE,94.79884
36UEGG,36UE,91.95512
36UEGH,36UE,81.02065
36UEGJ,36UE,75.18539
36UEGK,36UE,93.96222
36UEGL,36UE,94.75566
36UEGM,36UE,95.18083
36UEGN,36UE,85.07757
36UEGP,36UE,94.22308
36UEGQ,36UE,89.75974
36UEGR,36UE,94.3996
36UEGS,36UE,95.14088
36UEGT,36UE,94.87292
36UEGU,36UE,95.06398
36UEGW,36UE,95.16633
36UEGX,36UE,95.18257
36UEGY,36UE,95.18339
36UEGZ,36UE,40.43281
36UEHA,36UE,47.07959
36UEHB,36UE,87.91208
36UEHC,36UE,74.24535
36UEHD,36UE,95.18438
36UFGF,36UF,94.84286
36UFGG,36UF,94.7193
36UFGH,36UF,95.17029
36UFGJ,36UF,95.07917
36UFGK,36UF,94.54265
36UFGL,36UF,94.8624
36UFGM,36UF,95.15165
36UFGN,36UF,92.18727
36UFGP,36UF,87.83852
36UFGQ,36UF,82.96335
36UFGR,36UF,82.5216
36UFGS,36UF,90.83628
36UFGT,36UF,91.55281
36UFGU,36UF,94.54245
36UFGW,36UF,94.98941
36UFGX,36UF,94.5135
36UFGY,36UF,94.69965
36UFGZ,36UF,95.16649
36UFHA,36UF,95.16821
36UFHB,36UF,95.17905
36UGFZ,36UG,43.95035
36UGGA,36UG,87.7101
36UGGB,36UG,11.17557
36UGGC,36UG,95.17159
36UGGD,36UG,94.7093
36UGGE,36UG,60.13359
36UGGF,36UG,94.80854
36UGGG,36UG,48.13315
36UGGH,36UG,63.86101
36UGGJ,36UG,95.01473
36UGGK,36UG,90.7085
36UGGL,36UG,92.1907
36UGGM,36UG,79.17624
36UGGN,36UG,94.45497
36UGGP,36UG,36.3952
36UGGQ,36UG,48.67336
36UGGR,36UG,18.49903
36UGGS,36UG,37.4595
36UGGT,36UG,93.97691
36UGGU,36UG,87.96694
36UGGW,36UG,17.64897
36UGGX,36UG,65.40347
36UGGY,36UG,67.671
36UGGZ,36UG,19.98646
36UGHA,36UG,62.57932
36UHGN,36UH,94.68246
36UHGP,36UH,82.14004
36UHGQ,36UH,89.76307
36UHGR,36UH,90.38573
36UHGS,36UH,94.47385
36UHGT,36UH,92.53192
36UHGU,36UH,89.70988
36UHGW,36UH,92.8934
36UHGX,36UH,93.05663
36UHGY,36UH,93.12248
36UHGZ,36UH,95.11318
36UHHA,36UH,93.30006
36UHHB,36UH,93.36424
36UHHC,36UH,92.23096
36UHHD,36UH,67.853
36UHHE,36UH,42.09384
36UHHF,36UH,87.37848
36UHHG,36UH,83.75212
36UHHH,36UH,90.98
36UHHJ,36UH,92.89799
37UBFR,37UB,22.58767
37UBFS,37UB,65.896
37UBFT,37UB,40.8265
37UBFU,37UB,71.04292
37UBFW,37UB,71.51585
37UBFX,37UB,74.32558
37UBFY,37UB,63.20071
37UBFZ,37UB,65.61201
37UBGA,37UB,71.41085
37UBGB,37UB,36.80065
37UBGC,37UB,77.97402
37UBGD,37UB,82.7036
37UBGE,37UB,61.44956
37UBGF,37UB,80.48785
37UBGG,37UB,80.40261
37UCGE,37UC,93.06113
37UCGF,37UC,90.90154
37UCGG,37UC,87.94609
37UCGH,37UC,95.11781
37UCGJ,37UC,94.07231
37UCGK,37UC,81.69119
37UCGL,37UC,63.66817
37UCGM,37UC,66.33835
37UCGN,37UC,53.92544
37UCGP,37UC,94.62341
37UCGQ,37UC,69.23414
37UCGR,37UC,92.36786
37UCGS,37UC,92.58508
37UCGT,37UC,92.42162
37UCGU,37UC,93.93696
37UCGW,37UC,92.15517
37UCGX,37UC,89.70538
37UCGY,37UC,93.46375
37UCGZ,37UC,92.68025
37UCHA,37UC,82.07181
37UCHB,37UC,61.18375
37UCHC,37UC,21.33218
37UCHD,37UC,68.04768
37UCHE,37UC,84.64352
37UCHF,37UC,79.6004
37UDFY,37UD,36.67284
37UDFZ,37UD,74.59289
37UDGA,37UD,19.76061
37UDGB,37UD,21.11013
37UDGC,37UD,53.34784
37UDGD,37UD,19.80839
37UDGE,37UD,50.90087
37UDGF,37UD,85.91905
37UDGG,37UD,21.48318
37UDGH,37UD,47.16762
37UDGJ,37UD,78.12904
37UDGK,37UD,87.47283
37UDGL,37UD,28.7331
37UDGM,37UD,80.66832
37UDGN,37UD,82.52753
37UDGP,37UD,80.01048
37UDGQ,37UD,46.66817
37UDGR,37UD,37.083
37UDGS,37UD,30.3481
37UDGT,37UD,46.2337
37UDGU,37UD,86.82749
37UEGB,37UE,90.9359
37UEGC,37UE,50.0984
37UEGD,37UE,83.48969
37UEGE,37UE,85.0447
37UEGF,37UE,18.35618
37UEGG,37UE,16.65134
37UEGH,37UE,18.70621
37UEGJ,37UE,62.85272
37UEGK,37UE,63.49942
37UEGL,37UE,19.47194
37UEGM,37UE,92.54754
37UEGN,37UE,35.29546
37UEGP,37UE,50.49237
37UEGQ,37UE,90.62038
37UEGR,37UE,16.58554
37UEGS,37UE,30.52294
37UEGT,37UE,85.04727
37UEGU,37UE,20.90543
37UEGW,37UE,57.76974
37UEGX,37UE,19.42809
37UEGY,37UE,89.26269
37UEGZ,37UE,18.80364
37UFFU,37UF,53.88891
37UFFW,37UF,84.63902
37UFFX,37UF,18.80506
37UFFY,37UF,21.61876
37UFFZ,37UF,18.36172
37UFGA,37UF,58.91121
37UFGB,37UF,56.04875
37UFGC,37UF,44.85492
37UFGD,37UF,18.27827
37UFGE,37UF,66.09154
37UFGF,37UF,69.76842
37UFGG,37UF,86.70962
37UFGH,37UF,52.71497
37UFGJ,37UF,82.56125
37UFGK,37UF,35.99141
37UFGL,37UF,32.41211
37UFGM,37UF,33.97554
37UFGN,37UF,70.95368
37UFGP,37UF,54.47036
37UGGH,37UG,72.0335
37UGGJ,37UG,63.26014
37UGGK,37UG,67.62233
37UGGL,37UG,90.20156
37UGGM,37UG,87.76778
37UGGN,37UG,86.9798
37UGGP,37UG,61.51157
37UGGQ,37UG,62.70169
37UGGR,37UG,95.14534
37UGGS,37UG,87.45062
37UGGT,37UG,92.67974
37UGGU,37UG,19.14886
37UGGW,37UG,87.62002
37UGGX,37UG,91.73631
37UGGY,37UG,93.55555
37UGGZ,37UG,90.01198
37UGHA,37UG,34.90509
37UGHB,37UG,91.92226
37UGHC,37UG,90.47529
37UGHD,37UG,82.24944
37UGHE,37UG,88.54633
37UGHF,37UG,56.76218
37UGHG,37UG,91.63379
37UGHH,37UG,93.58556
37UGHJ,37UG,90.10137
37UGHK,37UG,91.97945
37UJGG,37UJ,18.92916
37UJGH,37UJ,85.2561
37UJGJ,37UJ,85.21244
37UJGK,37UJ,51.85706
37UJGL,37UJ,84.36221
37UJGM,37UJ,93.47687
37UJGN,37UJ,59.95184
37UJGP,37UJ,66.10182
37UJGQ,37UJ,91.90234
37UJGR,37UJ,76.7634
37UJGS,37UJ,75.63507
37UJGT,37UJ,27.73645
37UJGU,37UJ,87.45068
37UJGW,37UJ,30.77767
37UJGX,37UJ,78.85731
37UJGY,37UJ,18.11749
37UJGZ,37UJ,28.08633
37UJHA,37UJ,94.51146
37UJHB,37UJ,93.15017
37UJHC,37UJ,82.16028
37UJHD,37UJ,90.30057
37UJHE,37UJ,94.19901
37UJHF,37UJ,92.77821
37UJHG,37UJ,88.78179
37UJHH,37UJ,84.60837
37UJHJ,37UJ,19.43383
37UJHK,37UJ,93.24782
37UJHL,37UJ,93.44563
38UBGJ,38UB,88.13586
38UBGK,38UB,88.29532
38UBGL,38UB,46.88189
38UBGM,38UB,68.33924
38UBGN,38UB,68.24564
38UBGP,38UB,56.15262
38UBGQ,38UB,36.77758
38UBGR,38UB,21.99445
38UBGS,38UB,40.52894
38UBGT,38UB,31.71418
38UBGU,38UB,55.8783
38UBGW,38UB,47.21875
38UBGX,38UB,27.84995
38UBGY,38UB,87.94025
38UBGZ,38UB,93.10311
38UBHA,38UB,94.10107
38UBHB,38UB,93.73906
38UBHC,38UB,93.86042
38UBHD,38UB,93.53181
38UBHE,38UB,70.1246
38UBHF,38UB,43.59803
38UBHG,38UB,93.53283
38UBHH,38UB,89.88138
38UBHJ,38UB,95.06371
38UBHK,38UB,93.3773
38UBHL,38UB,92.29957
38UBHM,38UB,94.50722
38UBHN,38UB,87.05791
38UCFT,38UC,41.01928
38UCFU,38UC,32.54542
38UCFW,38UC,19.42329
38UCFX,38UC,39.97743
38UCFY,38UC,26.6033
38UCFZ,38UC,38.62051
38UCGA,38UC,26.0108
38UCGB,38UC,28.7212
38UCGC,38UC,70.32091
38UCGD,38UC,62.9766
38UCGE,38UC,41.47271
38UCGF,38UC,77.49747
38UCGG,38UC,36.99669
38UCGH,38UC,49.51155
38UCGJ,38UC,77.38425
38UCGK,38UC,38.01208
38UCGL,38UC,21.17637
38UCGM,38UC,28.48643
38UCGN,38UC,26.52127
38UCGP,38UC,32.65984
38UCGQ,38UC,45.39927
38UCGR,38UC,35.34965
38UCGS,38UC,46.37081
38UCGT,38UC,64.0227
38UDGK,38UD,93.57001
38UDGL,38UD,90.62563
38UDGM,38UD,92.56055
38UDGN,38UD,93.86454
38UDGP,38UD,84.8047
38UDGQ,38UD,92.54829
38UDGR,38UD,84.84566
38UDGS,38UD,90.52074
38UDGT,38UD,93.62675
38UDGU,38UD,49.60153
38UDGW,38UD,52.76602
38UDGX,38UD,31.32316
38UDGY,38UD,26.12383
38UDGZ,38UD,94.65012
38UDHA,38UD,95.02165
38UDHB,38UD,90.53788
38UDHC,38UD,94.24172
38UDHD,38UD,93.42116
38UDHE,38UD,59.14803
38UDHF,38UD,37.46251
38UDHG,38UD,92.50337
38UDHH,38UD,87.30721
38UDHJ,38UD,85.31361
38UDHK,38UD,72.09012
38UDHL,38UD,77.85896
38UDHM,38UD,59.03414
38UDHN,38UD,93.59692
38UDHP,38UD,77.42751
38UDHQ,38UD,85.48596
38UEGJ,38UE,31.93893
38UEGK,38UE,37.07176
38UEGL,38UE,21.42721
38UEGM,38UE,36.6119
38UEGN,38UE,19.82877
38UEGP,38UE,41.37826
38UEGQ,38UE,16.68849
38UEGR,38UE,85.76878
38UEGS,38UE,95.08179
38UEGT,38UE,95.15755
38UEGU,38UE,88.42846
38UEGW,38UE,92.05919
38UEGX,38UE,94.17846
38UEGY,38UE,84.33836
38UEGZ,38UE,92.04941
38UEHA,38UE,84.31219
38UEHB,38UE,92.96142
38UEHC,38UE,80.90048
38UEHD,38UE,90.45155
38UEHE,38UE,93.3815
38UEHF,38UE,84.00522
38UEHG,38UE,85.84007
38UEHH,38UE,86.50468
38UEHJ,38UE,90.44492
38UEHK,38UE,93.05223
38UEHL,38UE,91.99953
38UEHM,38UE,76.20576
38UEHN,38UE,80.28065
38UEHP,38UE,37.64881
38UFGL,38UF,94.76324
38UFGM,38UF,92.03044
38UFGN,38UF,91.92988
38UFGP,38UF,93.34771
38UFGQ,38UF,92.05546
38UFGR,38UF,58.4342
38UFGS,38UF,45.95315
38UFGT,38UF,38.73804
38UFGU,38UF,93.84884
38UFGW,38UF,90.77338
38UFGX,38UF,82.00799
38UFGY,38UF,92.57819
38UFGZ,38UF,91.93275
38UFHA,38UF,89.92225
38UFHB,38UF,92.78386
38UFHC,38UF,93.37418
38UFHD,38UF,93.57323
38UFHE,38UF,86.11521
38UFHF,38UF,89.56058
38UFHG,38UF,93.37216
38UFHH,38UF,91.46432
38UFHJ,38UF,43.56638
38UFHK,38UF,64.52422
38UFHL,38UF,27.64891
38UFHM,38UF,23.40511
38UFHN,38UF,64.14851
38UFHP,38UF,79.44537
39UBFX,39UB,89.92368
39UBFY,39UB,94.10012
39UBFZ,39UB,69.5971
39UBGA,39UB,38.45215
39UBGB,39UB,73.96814
39UBGC,39UB,18.39323
39UBGD,39UB,85.50104
39UBGE,39UB,93.69691
39UBGF,39UB,93.93074
39UBGG,39UB,95.1598
39UBGH,39UB,92.08865
39UBGJ,39UB,94.22461
39UBGK,39UB,93.51399
39UBGL,39UB,84.62909
39UBGM,39UB,94.47334
39UBGN,39UB,93.76025
39UBGP,39UB,72.55446
39UBGQ,39UB,93.01367
39UBGR,39UB,93.27933
39UBGS,39UB,95.15556
39UBGT,39UB,94.2431
39UCGD,39UC,93.15568
39UCGE,39UC,93.55878
39UCGF,39UC,94.42841
39UCGG,39UC,95.13423
39UCGH,39UC,88.95744
39UCGJ,39UC,95.12649
39UCGK,39UC,94.56654
39UCGL,39UC,94.04312
39UCGM,39UC,52.86847
39UCGN,39UC,56.77238
39UCGP,39UC,43.96943
39UCGQ,39UC,94.26183
39UCGR,39UC,93.14962
39UCGS,39UC,92.0275
39UCGT,39UC,92.13697
39UCGU,39UC,61.79955
39UCGW,39UC,94.76868
39UCGX,39UC,66.53467
39UCGY,39UC,88.09441
39UCGZ,39UC,95.13021
39UCHA,39UC,86.74219
39UCHB,39UC,85.17452
39UCHC,39UC,95.12876
39UCHD,39UC,94.58157
39UDFR,39UD,66.94318
39UDFS,39UD,39.29976
39UDFT,39UD,45.24167
39UDFU,39UD,45.01878
39UDFW,39UD,47.85281
39UDFX,39UD,92.17577
39UDFY,39UD,95.14761
39UDFZ,39UD,92.52634
39UDGA,39UD,73.69669
39UDGB,39UD,93.90124
39UDGC,39UD,91.88384
39UDGD,39UD,92.67303
39UDGE,39UD,91.17855
39UDGF,39UD,92.26208
39UEFZ,39UE,84.16435
39UEGA,39UE,70.7461
39UEGB,39UE,80.19688
39UEGC,39UE,24.73095
39UEGD,39UE,60.00477
39UEGE,39UE,24.69384
39UEGF,39UE,60.93146
39UEGG,39UE,93.64234
39UEGH,39UE,46.85822
39UEGJ,39UE,93.76397
39UEGK,39UE,68.27447
39UEGL,39UE,94.38902
39UEGM,39UE,95.15123
39UEGN,39UE,31.74022
39UEGP,39UE,48.26516
39UEGQ,39UE,93.95517
39UEGR,39UE,93.69318
39UEGS,39UE,46.12411
39UEGT,39UE,93.83352
39UEGU,39UE,95.01141
39UEGW,39UE,94.20347
39UEGX,39UE,46.08049
39UEGY,39UE,58.64463
39UEGZ,39UE,33.46053
39UFGF,39UF,94.34814
39UFGG,39UF,94.75934
39UFGH,39UF,94.98589
39UFGJ,39UF,94.87064
39UFGK,39UF,92.45181
39UFGL,39UF,95.13016
39UFGM,39UF,95.16364
39UFGN,39UF,88.04694
39UFGP,39UF,91.62975
39UFGQ,39UF,94.64944
39UFGR,39UF,93.67459
39UFGS,39UF,95.17181
39UFGT,39UF,95.15646
39UFGU,39UF,94.85137
39UFGW,39UF,95.17245
39UFGX,39UF,26.94846
39UFGY,39UF,58.45136
39UFGZ,39UF,31.69343
39UFHA,39UF,87.71941
39UFHB,39UF,93.91938
39UFHC,39UF,95.04006
39UFHD,39UF,95.15339
39UFHE,39UF,95.15671
40UBGK,40UB,93.85587
40UBGL,40UB,94.78064
40UBGM,40UB,91.51546
40UBGN,40UB,94.05245
40UBGP,40UB,87.28106
40UBGQ,40UB,89.70448
40UBGR,40UB,93.31916
40UBGS,40UB,28.64131
40UBGT,40UB,32.36131
40UBGU,40UB,49.30466
40UBGW,40UB,36.75204
40UBGX,40UB,38.47555
40UBGY,40UB,71.94257
40UBGZ,40UB,92.17021
40UBHA,40UB,77.98582
40UBHB,40UB,73.64287
40UBHC,40UB,94.15619
40UBHD,40UB,92.49532
40UBHE,40UB,94.0694
40UBHF,40UB,94.99552
40UBHG,40UB,94.04736
40UBHH,40UB,94.679
40UBHJ,40UB,94.00978
40UBHK,40UB,94.27476
40UBHL,40UB,94.69364
40UBHM,40UB,80.35453
40UBHN,40UB,53.67598
40UBHP,40UB,92.26472
40UBHQ,40UB,74.33353
40UBHR,40UB,78.78175
40UBHS,40UB,35.29343
40UBHT,40UB,94.9948
40UBHU,40UB,51.06131
40UBHW,40UB,46.89882
40UBHX,40UB,57.79674
40UCGJ,40UC,85.88984
40UCGK,40UC,95.10485
40UCGL,40UC,49.56389
40UCGM,40UC,93.99053
40UCGN,40UC,82.1151
40UCGP,40UC,29.84119
40UCGQ,40UC,40.99235
40UCGR,40UC,70.39841
40UCGS,40UC,24.05807
40UCGT,40UC,30.2057
40UCGU,40UC,46.51296
40UCGW,40UC,18.68648
40UCGX,40UC,86.67681
40UCGY,40UC,89.24356
40UCGZ,40UC,95.11271
40UCHA,40UC,50.51126
40UCHB,40UC,90.51534
40UCHC,40UC,93.48542
